YEAR_TITLE_III,COUNTY_DISTRICT,COUNTY_DISTRICT_NAME,TITLE_III,YEAR_ASSESSMENT,AMAO1_MET,AMAO2_MET,AMAO3_MET,AMAO_MET,CONSECUTIVE_YEARS_NOT_MET,TITLE_III_STATUS
2011,81096,ROLLA 31, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,82100,BOWLING GREEN R-I, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,82105,BONCL R-X, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,82108,LOUISIANA R-II, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,83003,PLATTE CO. R-III, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,83005,PARK HILL,Y,2010,MET,NOT MET,MET,NOT MET,4,Title III District Improvement Year 3
2011,84001,BOLIVAR R-I, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,84002,FAIR PLAY R-II, ,2010,NA,MET,NA,NOT MET,0, 
2011,84003,HALFWAY R-III, ,2010,MET,MET,NA,MET,0, 
2011,84005,MARION C. EARLY R-V, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,84006,PLEASANT HOPE R-VI, ,2010,NA,MET,NA,NOT MET,0, 
2011,85045,LAQUEY R-V, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,85046,WAYNESVILLE R-VI,Y,2010,NOT MET,MET,MET,NOT MET,2,Title III District Improvement Year 1
2011,86100,PUTNAM CO. R-I, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,87083,RALLS CO. R-II, ,2010,MET,NOT MET,MET,NOT MET,0, 
2011,92087,FT. ZUMWALT R-II,Y,2010,MET,NOT MET,MET,NOT MET,4,Title III District Improvement Year 3
2011,92088,FRANCIS HOWELL R-III,Y,2010,MET,NOT MET,MET,NOT MET,4,Title III District Improvement Year 3
2011,92089,WENTZVILLE R-IV,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,92090,ST. CHARLES R-VI,Y,2010,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,92091,ORCHARD FARM R-V, ,2010,NA,NOT MET,NA,NOT MET,0, 
2011,93124,OSCEOLA, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,94078,FARMINGTON R-VII, ,2010,MET,MET,NA,MET,0, 
2011,94083,NORTH ST. FRANCOIS CO. R-I, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,94086,CENTRAL R-III, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,96088,HAZELWOOD,Y,2010,NOT MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,96089,FERGUSON-FLORISSANT R-II,Y,2010,NOT MET,MET,MET,NOT MET,4,Title III District Improvement Year 3
2011,96090,PATTONVILLE R-III,Y,2010,NOT MET,MET,MET,NOT MET,4,Title III District Improvement Year 3
2011,96091,ROCKWOOD R-VI,Y,2010,NOT MET,MET,NOT MET,NOT MET,2,Title III District Improvement Year 1
2011,96092,KIRKWOOD R-VII, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,96093,LINDBERGH SCHOOLS,Y,2010,MET,MET,MET,MET,0, 
2011,96094,MEHLVILLE R-IX,Y,2010,NOT MET,MET,NOT MET,NOT MET,2,Title III District Improvement Year 1
2011,96095,PARKWAY C-2,Y,2010,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,96098,AFFTON 101,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,96099,BAYLESS,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,2,Title III District Improvement Year 1
2011,96101,BRENTWOOD, ,2010,MET,MET,NA,MET,0, 
2011,96102,CLAYTON,Y,2010,NOT MET,MET,MET,NOT MET,2,Title III District Improvement Year 1
2011,96103,HANCOCK PLACE,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,96106,LADUE,Y,2010,MET,NOT MET,MET,NOT MET,2,Title III District Improvement Year 1
2011,96107,MAPLEWOOD-RICHMOND HEIGHTS, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,96109,NORMANDY, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,96110,RITENOUR,Y,2010,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,96111,RIVERVIEW GARDENS, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,96112,UNIVERSITY CITY,Y,2010,MET,MET,NA,MET,0, 
2011,96113,VALLEY PARK, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,96114,WEBSTER GROVES, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,96119,SPECL. SCH. DST. ST. LOUIS CO., ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,97129,MARSHALL,Y,2010,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,97130,SLATER, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,100059,SCOTT CITY R-I, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,100061,SCOTT CO. R-IV, ,2010,MET,MET,NA,MET,0, 
2011,100063,SIKESTON R-6, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,103131,BLOOMFIELD R-XIV, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,103132,DEXTER R-XI, ,2010,MET,MET,MET,MET,0, 
2011,103135,BERNIE R-XIII, ,2010,NA,NOT MET,NA,NOT MET,0, 
2011,104042,GALENA R-II, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,104044,REEDS SPRING R-IV, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,105123,GREEN CITY R-I, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,105124,MILAN C-2,Y,2010,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,105125,NEWTOWN-HARRIS R-III, ,2010,NA,NOT MET,NA,NOT MET,0, 
2011,106004,BRANSON R-IV,Y,2010,MET,MET,MET,MET,0, 
2011,106005,HOLLISTER R-V, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,106006,KIRBYVILLE R-VI, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,107151,SUCCESS R-VI, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,107156,PLATO R-V, ,2010,NA,NOT MET,NA,NOT MET,0, 
2011,108142,NEVADA R-V, ,2010,NOT MET,MET,NA,NOT MET,0, 
2011,109002,WRIGHT CITY R-II,Y,2010,NOT MET,MET,NA,NOT MET,2,Title III District Improvement Year 1
2011,109003,WARREN CO. R-III, ,2010,NOT MET,MET,NOT MET,NOT MET,0, 
2011,111087,CLEARWATER R-I, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,112102,MARSHFIELD R-I, ,2010,NOT MET,NOT MET,NA,NOT MET,0, 
2011,112103,SEYMOUR R-II, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,114114,MOUNTAIN GROVE R-III, ,2010,NA,NOT MET,NA,NOT MET,0, 
2011,115115,ST. LOUIS CITY,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 3
2011,115902,LIFT FOR LIFE ACADEMY, ,2010,MET,NOT MET,NA,NOT MET,0, 
2011,115903,ST. LOUIS CHARTER SCHOOL,Y,2010,NOT MET,MET,MET,NOT MET,3,Title III District Improvement Year 2
2011,115904,ETHEL HEDGEMAN LYLE ACADEMY, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,115906,CONFLUENCE ACADEMIES,Y,2010,NOT MET,NOT MET,NOT MET,NOT MET,3,Title III District Improvement Year 2
2011,115908,IMAGINE ACADEMY OF CAREERS, ,2010,NA,NOT MET,MET,NOT MET,0, 
2011,115912,ST LOUIS LANG IMMERSION SCHOOL, ,2010,NA,NOT MET,MET,NOT MET,0, 
2012,1091,KIRKSVILLE R-III, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,2090,AVENUE CITY R-IX, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,2097,SAVANNAH R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,4109,VAN-FAR R-I, ,2011,MET,MET,NA,MET,0, 
2012,4110,MEXICO 59,Y,2011,MET,NOT MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,5120,WHEATON R-III,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,5122,EXETER R-VI, ,2011,NA,MET,NA,MET,0, 
2012,5123,CASSVILLE R-IV,Y,2011,MET,MET,MET,MET,0,Title III No Sanctions
2012,5124,PURDY R-II,Y,2011,MET,NOT MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,5128,MONETT R-I,Y,2011,MET,MET,MET,MET,0,Title III No Sanctions
2012,6101,LIBERAL R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,6103,GOLDEN CITY R-III, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,6104,LAMAR R-I, ,2011,MET,MET,NA,MET,0, 
2012,7129,BUTLER R-V, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,9080,WOODLAND R-IV, ,2011,NA,MET,NA,MET,0, 
2012,10087,SOUTHERN BOONE CO. R-I, ,2011,MET,MET,NA,MET,0, 
2012,10089,HALLSVILLE R-IV, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,10090,STURGEON R-V, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,10093,COLUMBIA 93,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,11079,BUCHANAN CO. R-IV, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,11082,ST. JOSEPH,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,12109,POPLAR BLUFF R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,13055,HAMILTON R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,14126,NORTH CALLAWAY CO. R-I, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,14129,FULTON 58, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,15002,CAMDENTON R-III,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,15004,MACKS CREEK R-V, ,2011,MET,MET,NA,MET,0, 
2012,16090,JACKSON R-II, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,16096,CAPE GIRARDEAU 63,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,17125,CARROLLTON R-VII, ,2011,NA,MET,NA,MET,0, 
2012,18047,EAST CARTER CO. R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,19139,ARCHIE R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,19142,RAYMORE-PECULIAR R-II, ,2011,NOT MET,MET,NA,NOT MET,0, 
2012,19148,PLEASANT HILL R-III, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,19149,HARRISONVILLE R-IX, ,2011,MET,MET,NA,MET,0, 
2012,19150,DREXEL R-IV, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,19152,BELTON 124,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,20001,STOCKTON R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,22089,NIXA R-II,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,22091,BILLINGS R-IV, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,22093,OZARK R-VI, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,22094,SPOKANE R-VII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,24086,KEARNEY R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,24087,SMITHVILLE R-II, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,24089,EXCELSIOR SPRINGS 40, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,24090,LIBERTY 53,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,24093,NORTH KANSAS CITY 74,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,25001,CAMERON R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,26006,JEFFERSON CITY,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,27061,BOONVILLE R-I, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,28102,CRAWFORD CO. R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,29001,LOCKWOOD R-I, ,2011,NA,MET,NA,MET,0, 
2012,29004,GREENFIELD R-IV, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,30093,DALLAS CO. R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,33090,SALEM R-80, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,34124,AVA R-I, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,35092,MALDEN R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,35094,HOLCOMB R-III, ,2011,MET,MET,NA,MET,0, 
2012,35097,CLARKTON C-4, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,35098,SENATH-HORNERSVILLE C-8,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,35099,SOUTHLAND C-9, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,35102,KENNETT 39, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,36126,MERAMEC VALLEY R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,36131,UNION R-XI, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,36136,ST. CLAIR R-XIII, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,36137,SULLIVAN, ,2011,MET,MET,NA,MET,0, 
2012,36138,NEW HAVEN, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,36139,WASHINGTON,Y,2011,MET,MET,NOT MET,NOT MET,1,Title III District Improvement Year 1
2012,37037,GASCONADE CO. R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,39133,WILLARD R-II,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,39134,REPUBLIC R-III, ,2011,NOT MET,MET,NA,NOT MET,0, 
2012,39135,ASH GROVE R-IV, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,39137,STRAFFORD R-VI, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,39139,LOGAN-ROGERSVILLE R-VIII, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,39141,SPRINGFIELD R-XII,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,39142,FAIR GROVE R-X, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,40100,GRUNDY CO. R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,40107,TRENTON R-IX, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,41002,SOUTH HARRISON CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,42119,DAVIS R-XII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,42124,CLINTON, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,43002,WHEATLAND R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,43004,HERMITAGE R-IV, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,45077,FAYETTE R-III, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,46130,MOUNTAIN VIEW-BIRCH TREE R-III, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,46131,WILLOW SPRINGS R-IV,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,46132,RICHARDS R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,46134,WEST PLAINS R-VII, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,46140,FAIRVIEW R-XI, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,48066,FORT OSAGE R-I,Y,2011,MET,MET,NOT MET,NOT MET,1,Title III District Improvement Year 1
2012,48068,BLUE SPRINGS R-IV,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48069,GRAIN VALLEY R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,48070,OAK GROVE R-VI, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,48071,LEE'S SUMMIT R-VII,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,48072,HICKMAN MILLS C-1,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48073,RAYTOWN C-2,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48074,GRANDVIEW C-4,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48075,LONE JACK C-6, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,48077,INDEPENDENCE 30,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48078,KANSAS CITY 33,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48080,CENTER 58,Y,2011,MET,MET,NOT MET,NOT MET,1,Title III District Improvement Year 1
2012,48902,ALTA VISTA CHARTER SCH.,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48909,ALLEN VILLAGE,Y,2011,MET,MET,NOT MET,NOT MET,1,Title III District Improvement Year 1
2012,48910,LEE A. TOLBERT COM. ACADEMY, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,48912,DELLA LAMB ELEM.,Y,2011,NOT MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48915,SCUOLA VITA NUOVA,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,48916,BROOKSIDE CHARTER SCH., ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,48917,DERRICK THOMAS ACADEMY,Y,2011,NOT MET,NOT MET,MET,NOT MET,2,Title III District Improvement Year 2
2012,48919,RENAISSANCE ACAD MATH AND SCI,Y,2011,MET,MET,NOT MET,NOT MET,2,Title III District Improvement Year 2
2012,48921,PATHWAY ACADEMY, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,48922,FRONTIER SCHOOL OF INNOVATION,Y,2011,NOT MET,NOT MET,NA,NOT MET,1,Title III District Improvement Year 1
2012,49132,CARL JUNCTION R-I, ,2011,MET,MET,NA,MET,0, 
2012,49135,AVILLA R-XIII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,49137,JASPER CO. R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,49142,CARTHAGE R-IX,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,49144,WEBB CITY R-VII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,49148,JOPLIN SCHOOLS,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,50001,NORTHWEST R-I, ,2011,MET,MET,NA,MET,0, 
2012,50003,HILLSBORO R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,50005,DUNKLIN R-V, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,50006,FESTUS R-VI, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,50007,JEFFERSON CO. R-VII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,50010,WINDSOR C-1, ,2011,MET,MET,NA,MET,0, 
2012,50012,FOX C-6,Y,2011,MET,NOT MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,51155,KNOB NOSTER R-VIII, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,51159,WARRENSBURG R-VI, ,2011,MET,MET,MET,MET,0, 
2012,53113,LEBANON R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,54037,CONCORDIA R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,54039,LAFAYETTE CO. C-1, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,54041,ODESSA R-VII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,54042,SANTA FE R-X, ,2011,NOT MET,MET,NA,NOT MET,0, 
2012,54045,LEXINGTON R-V, ,2011,NA,MET,NA,MET,0, 
2012,55105,PIERCE CITY R-VI, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,55108,MT. VERNON R-V, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,55110,AURORA R-VIII,Y,2011,MET,MET,NOT MET,NOT MET,1,Title III District Improvement Year 1
2012,55111,VERONA R-VII,Y,2011,MET,NOT MET,NOT MET,NOT MET,2,Title III District Improvement Year 2
2012,56017,LEWIS CO. C-1, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,57002,ELSBERRY R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,57003,TROY R-III,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,57004,WINFIELD R-IV, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,58109,MARCELINE R-V, ,2011,MET,MET,NA,MET,0, 
2012,58112,BROOKFIELD R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,59117,CHILLICOTHE R-II, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,60077,MCDONALD CO. R-I,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,61150,ATLANTA C-3, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,62072,FREDERICKTOWN R-I, ,2011,MET,MET,NA,MET,0, 
2012,63066,MARIES CO. R-I, ,2011,MET,MET,NA,MET,0, 
2012,63067,MARIES CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,64072,MARION CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,64074,PALMYRA R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,64075,HANNIBAL 60, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,66102,ELDON R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,66105,SCHOOL OF THE OSAGE, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,67055,EAST PRAIRIE R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,68070,MONITEAU CO. R-I,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,68073,TIPTON R-VI, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,69106,MONROE CITY R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,69108,MADISON C-3, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,70093,MONTGOMERY CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,71091,MORGAN CO. R-I, ,2011,MET,MET,NA,MET,0, 
2012,73099,EAST NEWTON CO. R-VI,Y,2011,MET,MET,NOT MET,NOT MET,2,Title III District Improvement Year 2
2012,73102,DIAMOND R-IV, ,2011,MET,MET,NA,MET,0, 
2012,73105,WESTVIEW C-6, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,73106,SENECA R-VII, ,2011,MET,MET,NA,MET,0, 
2012,73108,NEOSHO R-V,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,74201,MARYVILLE R-II, ,2011,MET,MET,NA,MET,0, 
2012,75086,OREGON-HOWELL R-III, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,76082,OSAGE CO. R-II, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,78001,NORTH PEMISCOT CO. R-I, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,78012,CARUTHERSVILLE 18, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,79077,PERRY CO. 32, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,80116,PETTIS CO. R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,80118,LA MONTE R-IV,Y,2011,MET,NOT MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,80119,SMITHTON R-VI, ,2011,MET,MET,NA,MET,0, 
2012,80121,GREEN RIDGE R-VIII, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,80122,PETTIS CO. R-XII, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,80125,SEDALIA 200,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,81094,ST. JAMES R-I, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,81096,ROLLA 31,Y,2011,MET,NOT MET,NA,NOT MET,1,Title III District Improvement Year 1
2012,82100,BOWLING GREEN R-I, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,82105,BONCL R-X, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,82108,LOUISIANA R-II, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,83003,PLATTE CO. R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,83005,PARK HILL,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,84001,BOLIVAR R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,84002,FAIR PLAY R-II, ,2011,MET,MET,NA,MET,0, 
2012,84003,HALFWAY R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,84005,MARION C. EARLY R-V, ,2011,MET,NOT MET,NA,NOT MET,0, 
2012,84006,PLEASANT HOPE R-VI, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,85045,LAQUEY R-V, ,2011,NA,MET,NA,MET,0, 
2012,85046,WAYNESVILLE R-VI,Y,2011,MET,MET,NOT MET,NOT MET,3,Title III District Improvement Year 3
2012,85048,DIXON R-I, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,85049,CROCKER R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,86100,PUTNAM CO. R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,87083,RALLS CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,90078,LESTERVILLE R-IV, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,92087,FT. ZUMWALT R-II,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,92088,FRANCIS HOWELL R-III,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,92089,WENTZVILLE R-IV,Y,2011,MET,MET,MET,MET,0,Title III No Sanctions
2012,92090,ST. CHARLES R-VI,Y,2011,MET,MET,NOT MET,NOT MET,4,Title III District Improvement Year 4
2012,92091,ORCHARD FARM R-V, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,93120,APPLETON CITY R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
2012,94078,FARMINGTON R-VII, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,94083,NORTH ST. FRANCOIS CO. R-I, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,94086,CENTRAL R-III, ,2011,NOT MET,NOT MET,NA,NOT MET,0, 
2012,95059,STE. GENEVIEVE CO. R-II, ,2011,NA,NOT MET,NA,NOT MET,0, 
